report_id,equipment,report_text,failure_type,severity,action_taken
58,Rotary Feeder RF-158,"The rotary feeder rf-158 developed a fault linked to shaft misalignment. Unstable rotational speed during startup, so output quality decreased. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
318,Distribution Board DB-168,"A fault was detected on the distribution board db-168 because of voltage fluctuation. Voltage became unstable after an overnight shutdown, resulting in the equipment remained unavailable. Corrective work was completed: the voltage supply was stabilized.",Electrical,Low,the voltage supply was stabilized
634,Pneumatic Valve PV-234,"The pneumatic valve pv-234 developed a fault linked to a leaking hose. Pressure fluctuated during operation after a maintenance restart, so the actuator stopped. Corrective work was completed: the regulator was recalibrated.",Pneumatic,High,the regulator was recalibrated
7,Conveyor CV-107,"Maintenance personnel reported increased bearing temperature on the conveyor cv-107 while running at high speed. Investigation identified a loose mounting bolt, and the component required immediate attention. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
816,Steam Generator SG-166,"The steam generator sg-166 developed a fault linked to a blocked cooling passage. Oil temperature increased rapidly during startup heating, so the process was paused. Corrective work was completed: the thermostat was replaced.",Thermal,High,the thermostat was replaced
541,Air Manifold AM-141,"Inspection found a clogged air filter on the air manifold am-141; the valve responded slowly while the compressor was loaded, and the production cycle was delayed. Corrective work was completed: the control valve was replaced.",Pneumatic,Medium,the control valve was replaced
915,Heat Exchanger HX-265,"Inspection found a malfunctioning thermostat on the heat exchanger hx-265; the chamber overheated after a long operating cycle, and the process was paused. Corrective work was completed: the cooling circuit was cleaned.",Thermal,High,the cooling circuit was cleaned
357,Variable Frequency Drive VFD-207,"Maintenance personnel reported the unit failed to start on the variable frequency drive vfd-207 after the equipment was restarted. Investigation identified a short circuit, and an emergency stop was initiated. Corrective work was completed: the cable termination was corrected.",Electrical,Medium,the cable termination was corrected
950,Industrial Furnace F-300,"A fault was detected on the industrial furnace f-300 because of low coolant level. The unit could not maintain the set temperature during continuous heating, resulting in the line operated at reduced capacity. Corrective work was completed: thermal insulation was repaired.",Thermal,Low,thermal insulation was repaired
199,Roller Assembly RA-299,"Maintenance personnel reported intermittent knocking on the roller assembly ra-299 while running at high speed. Investigation identified insufficient lubrication, and operator intervention was required. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
646,Air Receiver AR-246,"The air receiver ar-246 developed a fault linked to a faulty pressure regulator. The valve responded slowly under continuous demand, so machine speed was reduced. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Medium,the blocked passage was cleaned
650,Air Compressor AC-250,"The air compressor ac-250 developed a fault linked to a leaking hose. The valve responded slowly while the compressor was loaded, so production efficiency decreased. Corrective work was completed: the air filter was changed.",Pneumatic,Medium,the air filter was changed
951,Industrial Furnace F-301,"Inspection found low coolant level on the industrial furnace f-301; the unit could not maintain the set temperature during startup heating, and the process temperature became unstable. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
755,Thermal Reactor TR-105,"Inspection found uneven heat distribution on the thermal reactor tr-105; the unit could not maintain the set temperature during continuous heating, and the line operated at reduced capacity. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
930,Steam Generator SG-280,"A fault was detected on the steam generator sg-280 because of low coolant level. Heat transfer efficiency dropped during a routine temperature check, resulting in production was interrupted. Corrective work was completed: heat distribution was recalibrated.",Thermal,Low,heat distribution was recalibrated
776,Heat Exchanger HX-126,"The heat exchanger hx-126 developed a fault linked to a faulty temperature sensor. Surface temperature became excessive after a long operating cycle, so the process was paused. Corrective work was completed: heat dissipation was restored.",Thermal,Critical,heat dissipation was restored
456,Variable Frequency Drive VFD-306,"The variable frequency drive vfd-306 developed a fault linked to a failed contactor. The unit failed to start at peak operating speed, so the line lost power. Corrective work was completed: the contactor was replaced.",Electrical,Low,the contactor was replaced
672,Air Dryer AD-272,"A fault was detected on the air dryer ad-272 because of a blocked air passage. The actuator moved slowly during automatic operation, resulting in the production cycle was delayed. Corrective work was completed: the control valve was replaced.",Pneumatic,Medium,the control valve was replaced
165,Fan F-265,"Inspection found seal deterioration on the fan f-265; abnormal friction under full load, and the unit was taken offline. Corrective work was completed: damaged gears were replaced.",Mechanical,Critical,damaged gears were replaced
979,Industrial Furnace F-329,"Inspection found uneven heat distribution on the industrial furnace f-329; the unit could not maintain the set temperature during a routine temperature check, and the equipment entered protection mode. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Medium,the cooling circuit was cleaned
615,Compressed-Air Line AL-215,"Maintenance personnel reported the compressor cycled frequently on the compressed-air line al-215 during the morning shift. Investigation identified a blocked air passage, and machine speed was reduced. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Low,the cracked air line was repaired
259,Drive Motor DM-109,"Inspection found damaged motor winding on the drive motor dm-109; the drive reported an overload during routine testing, and the drive entered fault mode. Corrective work was completed: the electrical connection was replaced.",Electrical,Medium,the electrical connection was replaced
700,Air Dryer AD-300,"A fault was detected on the air dryer ad-300 because of a clogged air filter. The valve responded slowly during the morning shift, resulting in the production cycle was delayed. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Medium,the pneumatic seal was renewed
68,Shaft Assembly SA-168,"A fault was detected on the shaft assembly sa-168 because of shaft misalignment. Repeated mechanical impact during peak production, resulting in the machine tripped. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
211,Gearbox GB-311,"Maintenance personnel reported intermittent knocking on the gearbox gb-311 under full load. Investigation identified shaft misalignment, and output quality decreased. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
220,Conveyor CV-320,"A fault was detected on the conveyor cv-320 because of gear tooth wear. Intermittent knocking after a scheduled restart, resulting in production was stopped. Corrective work was completed: the seal was renewed.",Mechanical,Low,the seal was renewed
225,Mixer MX-325,"Inspection found seal deterioration on the mixer mx-325; increased mechanical noise during inspection, and the machine tripped. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
202,Fan F-302,"The fan f-302 developed a fault linked to a cracked coupling. Belt tracking deviation under full load, so production was stopped. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
391,Motor M-241,"Inspection found insulation breakdown on the motor m-241; the drive reported an overload after the equipment was restarted, and the equipment remained unavailable. Corrective work was completed: the relay was replaced.",Electrical,Low,the relay was replaced
476,Variable Frequency Drive VFD-326,"The variable frequency drive vfd-326 developed a fault linked to a loose terminal. Repeated electrical trips occurred while accelerating, so production capacity was reduced. Corrective work was completed: the motor winding was inspected.",Electrical,Low,the motor winding was inspected
267,Servo Motor SM-117,"Inspection found a loose terminal on the servo motor sm-117; repeated electrical trips occurred after the equipment was restarted, and the operator isolated the equipment. Corrective work was completed: the voltage supply was stabilized.",Electrical,High,the voltage supply was stabilized
468,Generator GEN-318,"The generator gen-318 developed a fault linked to a short circuit. The unit failed to start while accelerating, so the drive entered fault mode. Corrective work was completed: the terminal was tightened.",Electrical,High,the terminal was tightened
72,Rotary Feeder RF-172,"A fault was detected on the rotary feeder rf-172 because of insufficient lubrication. Increased bearing temperature during startup, resulting in maintenance was requested. Corrective work was completed: the seal was renewed.",Mechanical,High,the seal was renewed
531,Air Dryer AD-131,"Maintenance personnel reported pressure could not be maintained on the air dryer ad-131 at maximum air consumption. Investigation identified a defective control valve, and the unit entered a low-pressure condition. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
851,Process Heater PH-201,"Inspection found insufficient heat dissipation on the process heater ph-201; cooling performance deteriorated during peak production, and an emergency alarm was triggered. Corrective work was completed: the cooling passage was cleared.",Thermal,High,the cooling passage was cleared
705,Pneumatic Cylinder PC-305,"Inspection found moisture accumulation on the pneumatic cylinder pc-305; the cylinder failed to complete its stroke during repeated actuator cycles, and the actuator stopped. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Low,the regulator was recalibrated
923,Hot-Air Oven O-273,"Inspection found poor thermal insulation on the hot-air oven o-273; the unit could not maintain the set temperature during extended operation, and the unit was isolated for inspection. Corrective work was completed: the cooling passage was cleared.",Thermal,Low,the cooling passage was cleared
787,Heat Exchanger HX-137,"Inspection found low coolant level on the heat exchanger hx-137; cooling performance deteriorated during continuous heating, and an automatic shutdown occurred. Corrective work was completed: the temperature sensor was replaced.",Thermal,High,the temperature sensor was replaced
284,Power Supply PS-134,"The power supply ps-134 developed a fault linked to a defective relay. Supply voltage dropped during continuous operation, so the equipment remained unavailable. Corrective work was completed: insulation was repaired.",Electrical,Low,insulation was repaired
268,Generator GEN-118,"The generator gen-118 developed a fault linked to a failed contactor. Voltage became unstable after the equipment was restarted, so the line lost power. Corrective work was completed: the terminal was tightened.",Electrical,High,the terminal was tightened
60,Fan F-160,"A fault was detected on the fan f-160 because of shaft misalignment. Strong vibration during inspection, resulting in output quality decreased. Corrective work was completed: the rollers were replaced.",Mechanical,High,the rollers were replaced
215,Agitator AG-315,"Maintenance personnel reported abnormal friction on the agitator ag-315 during inspection. Investigation identified seal deterioration, and the unit was taken offline. Corrective work was completed: mounting hardware was tightened.",Mechanical,Critical,mounting hardware was tightened
356,Generator GEN-206,"The generator gen-206 developed a fault linked to insulation breakdown. The unit failed to start during routine testing, so the motor tripped. Corrective work was completed: the relay was replaced.",Electrical,High,the relay was replaced
170,Pump P-270,"The pump p-270 developed a fault linked to gear tooth wear. Strong vibration during peak production, so maintenance was requested. Corrective work was completed: lubrication was restored.",Mechanical,Medium,lubrication was restored
179,Conveyor CV-279,"Maintenance personnel reported strong vibration on the conveyor cv-279 during continuous operation. Investigation identified an unbalanced rotating assembly, and the equipment was isolated. Corrective work was completed: the rollers were replaced.",Mechanical,Critical,the rollers were replaced
417,Starter ST-267,"Maintenance personnel reported current exceeded its normal range on the starter st-267 during startup. Investigation identified voltage fluctuation, and the line lost power. Corrective work was completed: the relay was replaced.",Electrical,High,the relay was replaced
518,Air Filter Unit AF-118,"The air filter unit af-118 developed a fault linked to a loose pipe fitting. The actuator moved slowly after filter replacement, so the unit entered a low-pressure condition. Corrective work was completed: the control valve was replaced.",Pneumatic,Low,the control valve was replaced
948,Thermal Reactor TR-298,"The thermal reactor tr-298 developed a fault linked to uneven heat distribution. Temperature rose above the permitted limit while operating at high pressure, so the process was paused. Corrective work was completed: the pressure valve was inspected.",Thermal,High,the pressure valve was inspected
437,Drive Motor DM-287,"Maintenance personnel reported motor temperature rose sharply on the drive motor dm-287 under maximum load. Investigation identified an overheated electrical connection, and the unit required electrical inspection. Corrective work was completed: the electrical connection was replaced.",Electrical,Critical,the electrical connection was replaced
254,Servo Motor SM-104,"A fault was detected on the servo motor sm-104 because of insulation breakdown. The drive reported an overload during startup, resulting in the drive entered fault mode. Corrective work was completed: the terminal was tightened.",Electrical,Medium,the terminal was tightened
711,Air Filter Unit AF-311,"Maintenance personnel reported airflow became restricted on the air filter unit af-311 at maximum air consumption. Investigation identified excessive pressure loss, and the pneumatic system was isolated. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Medium,the regulator was recalibrated
935,Heat Exchanger HX-285,"Inspection found a malfunctioning thermostat on the heat exchanger hx-285; the unit could not maintain the set temperature while operating at high pressure, and operator intervention was required. Corrective work was completed: the temperature sensor was replaced.",Thermal,High,the temperature sensor was replaced
769,Thermal Chamber TC-119,"Maintenance personnel reported the chamber overheated on the thermal chamber tc-119 under maximum thermal load. Investigation identified a faulty temperature sensor, and the equipment entered protection mode. Corrective work was completed: heat distribution was recalibrated.",Thermal,High,heat distribution was recalibrated
248,Pump P-348,"A fault was detected on the pump p-348 because of gear tooth wear. Repeated mechanical impact during continuous operation, resulting in the component required immediate attention. Corrective work was completed: belt tension was corrected.",Mechanical,Critical,belt tension was corrected
747,Pneumatic Actuator PA-347,"Maintenance personnel reported air leakage was audible on the pneumatic actuator pa-347 during repeated actuator cycles. Investigation identified a leaking hose, and the pneumatic system was isolated. Corrective work was completed: the air filter was changed.",Pneumatic,Critical,the air filter was changed
460,Servo Motor SM-310,"The servo motor sm-310 developed a fault linked to an overheated electrical connection. The unit failed to start at peak operating speed, so the drive entered fault mode. Corrective work was completed: the cable termination was corrected.",Electrical,Critical,the cable termination was corrected
345,Starter ST-195,"Maintenance personnel reported repeated electrical trips occurred on the starter st-195 during routine testing. Investigation identified a short circuit, and an emergency stop was initiated. Corrective work was completed: the electrical connection was replaced.",Electrical,High,the electrical connection was replaced
413,Variable Frequency Drive VFD-263,"Maintenance personnel reported repeated electrical trips occurred on the variable frequency drive vfd-263 after the equipment was restarted. Investigation identified insulation breakdown, and production stopped. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
482,Power Supply PS-332,"A fault was detected on the power supply ps-332 because of a defective relay. Supply voltage dropped during startup, resulting in the equipment remained unavailable. Corrective work was completed: the cable termination was corrected.",Electrical,High,the cable termination was corrected
873,Thermal Reactor TR-223,"Maintenance personnel reported oil temperature increased rapidly on the thermal reactor tr-223 during startup heating. Investigation identified a defective pressure valve, and the process was paused. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
731,Pneumatic Cylinder PC-331,"Maintenance personnel reported the actuator moved slowly on the pneumatic cylinder pc-331 at maximum air consumption. Investigation identified a clogged air filter, and the production line paused. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,High,the pressure circuit was inspected
548,Pneumatic Cylinder PC-148,"A fault was detected on the pneumatic cylinder pc-148 because of a cracked air line. The cylinder failed to complete its stroke after a maintenance restart, resulting in cycle time increased. Corrective work was completed: the control valve was replaced.",Pneumatic,Critical,the control valve was replaced
766,Thermal Chamber TC-116,"A fault was detected on the thermal chamber tc-116 because of restricted coolant flow. Cooling performance deteriorated during extended operation, resulting in the equipment entered protection mode. Corrective work was completed: coolant was replenished.",Thermal,Critical,coolant was replenished
528,Air Manifold AM-128,"A fault was detected on the air manifold am-128 because of a leaking hose. System pressure fell below the target under continuous demand, resulting in cycle time increased. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Low,the blocked passage was cleaned
217,Rotary Feeder RF-317,"Inspection found shaft misalignment on the rotary feeder rf-317; increased bearing temperature during startup, and operator intervention was required. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
63,Roller Assembly RA-163,"Maintenance personnel reported increased mechanical noise on the roller assembly ra-163 during inspection. Investigation identified shaft misalignment, and the equipment was isolated. Corrective work was completed: mounting hardware was tightened.",Mechanical,Low,mounting hardware was tightened
735,Pressure Regulator PR-335,"Maintenance personnel reported the compressor cycled frequently on the pressure regulator pr-335 during the morning shift. Investigation identified moisture accumulation, and cycle time increased. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Medium,the pneumatic seal was renewed
307,Distribution Board DB-157,"Inspection found a loose terminal on the distribution board db-157; sparking was observed during production changeover, and production stopped. Corrective work was completed: insulation was repaired.",Electrical,Medium,insulation was repaired
981,Oil Cooler OC-331,"Maintenance personnel reported surface temperature became excessive on the oil cooler oc-331 after a long operating cycle. Investigation identified a defective pressure valve, and operator intervention was required. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Medium,the cooling circuit was cleaned
960,Oil Cooler OC-310,"The oil cooler oc-310 developed a fault linked to uneven heat distribution. Temperature rose above the permitted limit under maximum thermal load, so the unit was isolated for inspection. Corrective work was completed: the pressure valve was inspected.",Thermal,Low,the pressure valve was inspected
382,Electrical Cabinet EC-232,"A fault was detected on the electrical cabinet ec-232 because of damaged motor winding. The unit failed to start while accelerating, resulting in an emergency stop was initiated. Corrective work was completed: the overload was corrected.",Electrical,Critical,the overload was corrected
24,Gearbox GB-124,"A fault was detected on the gearbox gb-124 because of shaft misalignment. Intermittent knocking during inspection, resulting in the component required immediate attention. Corrective work was completed: the seal was renewed.",Mechanical,Medium,the seal was renewed
13,Shaft Assembly SA-113,"Inspection found roller damage on the shaft assembly sa-113; shaft oscillation during peak production, and the component required immediate attention. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
153,Roller Assembly RA-253,"Inspection found a worn bearing on the roller assembly ra-253; unstable rotational speed after a scheduled restart, and production was stopped. Corrective work was completed: lubrication was restored.",Mechanical,High,lubrication was restored
320,Control Panel CP-170,"The control panel cp-170 developed a fault linked to insulation breakdown. Intermittent power loss occurred during continuous operation, so the equipment remained unavailable. Corrective work was completed: the electrical connection was replaced.",Electrical,Critical,the electrical connection was replaced
461,Starter ST-311,"Maintenance personnel reported the drive reported an overload on the starter st-311 during startup. Investigation identified damaged motor winding, and the drive entered fault mode. Corrective work was completed: the electrical connection was replaced.",Electrical,High,the electrical connection was replaced
823,Oil Cooler OC-173,"Inspection found excessive fuel input on the oil cooler oc-173; cooling performance deteriorated while operating at high pressure, and operator intervention was required. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
397,Control Panel CP-247,"Maintenance personnel reported motor temperature rose sharply on the control panel cp-247 during continuous operation. Investigation identified a loose terminal, and the drive entered fault mode. Corrective work was completed: the electrical connection was replaced.",Electrical,Low,the electrical connection was replaced
742,Air Dryer AD-342,"The air dryer ad-342 developed a fault linked to a clogged air filter. The cylinder failed to complete its stroke after filter replacement, so the equipment was taken offline. Corrective work was completed: the air filter was changed.",Pneumatic,Critical,the air filter was changed
577,Pneumatic Valve PV-177,"Inspection found excessive pressure loss on the pneumatic valve pv-177; pressure fluctuated during operation during automatic operation, and production efficiency decreased. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Medium,the pipe fitting was tightened
400,Power Supply PS-250,"The power supply ps-250 developed a fault linked to voltage fluctuation. Intermittent power loss occurred after an overnight shutdown, so production capacity was reduced. Corrective work was completed: insulation was repaired.",Electrical,Low,insulation was repaired
888,Process Heater PH-238,"The process heater ph-238 developed a fault linked to excessive fuel input. Oil temperature increased rapidly while operating at high pressure, so an automatic shutdown occurred. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
422,Generator GEN-272,"A fault was detected on the generator gen-272 because of a defective relay. Intermittent power loss occurred after the equipment was restarted, resulting in the unit required electrical inspection. Corrective work was completed: the voltage supply was stabilized.",Electrical,Low,the voltage supply was stabilized
655,Air Dryer AD-255,"Maintenance personnel reported pressure could not be maintained on the air dryer ad-255 during a pressure test. Investigation identified a leaking hose, and production efficiency decreased. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Low,the moisture separator was serviced
616,Air Compressor AC-216,"A fault was detected on the air compressor ac-216 because of excessive pressure loss. The actuator moved slowly during repeated actuator cycles, resulting in cycle time increased. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Critical,the leaking hose was replaced
177,Roller Assembly RA-277,"Inspection found shaft misalignment on the roller assembly ra-277; abnormal friction during inspection, and output quality decreased. Corrective work was completed: belt tension was corrected.",Mechanical,High,belt tension was corrected
661,Pneumatic Cylinder PC-261,"Inspection found a faulty pressure regulator on the pneumatic cylinder pc-261; the cylinder failed to complete its stroke during a pressure test, and the pneumatic system was isolated. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Low,the regulator was recalibrated
785,Hot-Air Oven O-135,"Maintenance personnel reported the unit could not maintain the set temperature on the hot-air oven o-135 after a cooling-system restart. Investigation identified a malfunctioning thermostat, and the line operated at reduced capacity. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
773,Thermal Chamber TC-123,"Maintenance personnel reported oil temperature increased rapidly on the thermal chamber tc-123 during a routine temperature check. Investigation identified restricted coolant flow, and the process was paused. Corrective work was completed: fuel input was adjusted.",Thermal,High,fuel input was adjusted
592,Pneumatic Actuator PA-192,"A fault was detected on the pneumatic actuator pa-192 because of a faulty pressure regulator. The pneumatic circuit became unstable at maximum air consumption, resulting in the unit entered a low-pressure condition. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
696,Air Dryer AD-296,"A fault was detected on the air dryer ad-296 because of a faulty pressure regulator. Pressure could not be maintained during repeated actuator cycles, resulting in the unit entered a low-pressure condition. Corrective work was completed: the air filter was changed.",Pneumatic,Medium,the air filter was changed
770,Heat Exchanger HX-120,"A fault was detected on the heat exchanger hx-120 because of low coolant level. Oil temperature increased rapidly under maximum thermal load, resulting in the equipment entered protection mode. Corrective work was completed: the pressure valve was inspected.",Thermal,Medium,the pressure valve was inspected
193,Agitator AG-293,"Inspection found shaft misalignment on the agitator ag-293; abnormal friction during peak production, and throughput dropped. Corrective work was completed: lubrication was restored.",Mechanical,Medium,lubrication was restored
821,Hot-Air Oven O-171,"Maintenance personnel reported cooling performance deteriorated on the hot-air oven o-171 under maximum thermal load. Investigation identified uneven heat distribution, and the equipment was taken offline. Corrective work was completed: heat distribution was recalibrated.",Thermal,High,heat distribution was recalibrated
464,Drive Motor DM-314,"The drive motor dm-314 developed a fault linked to insulation breakdown. Supply voltage dropped under maximum load, so the machine could not continue operation. Corrective work was completed: the contactor was replaced.",Electrical,High,the contactor was replaced
365,Starter ST-215,"Maintenance personnel reported current exceeded its normal range on the starter st-215 during startup. Investigation identified a loose terminal, and the motor tripped. Corrective work was completed: the cable termination was corrected.",Electrical,High,the cable termination was corrected
280,Control Panel CP-130,"The control panel cp-130 developed a fault linked to voltage fluctuation. Current exceeded its normal range during routine testing, so the unit required electrical inspection. Corrective work was completed: the motor winding was inspected.",Electrical,Critical,the motor winding was inspected
299,Variable Frequency Drive VFD-149,"Inspection found damaged motor winding on the variable frequency drive vfd-149; current exceeded its normal range during routine testing, and the machine could not continue operation. Corrective work was completed: the electrical connection was replaced.",Electrical,Critical,the electrical connection was replaced
738,Pressure Regulator PR-338,"The pressure regulator pr-338 developed a fault linked to a faulty pressure regulator. The valve responded slowly after filter replacement, so the pneumatic system was isolated. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Low,the pipe fitting was tightened
4,Mixer MX-104,"A fault was detected on the mixer mx-104 because of an unbalanced rotating assembly. Shaft oscillation under variable load, resulting in maintenance was requested. Corrective work was completed: damaged gears were replaced.",Mechanical,Critical,damaged gears were replaced
798,Thermal Chamber TC-148,"A fault was detected on the thermal chamber tc-148 because of insufficient heat dissipation. Surface temperature became excessive during startup heating, resulting in the process was paused. Corrective work was completed: the thermostat was replaced.",Thermal,Critical,the thermostat was replaced
557,Pressure Regulator PR-157,"Inspection found a damaged pneumatic seal on the pressure regulator pr-157; the cylinder failed to complete its stroke while the compressor was loaded, and the unit entered a low-pressure condition. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Critical,the regulator was recalibrated
757,Boiler B-107,"Maintenance personnel reported steam temperature exceeded the target on the boiler b-107 after a cooling-system restart. Investigation identified a faulty temperature sensor, and production was interrupted. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
378,Drive Motor DM-228,"A fault was detected on the drive motor dm-228 because of voltage fluctuation. The drive reported an overload at peak operating speed, resulting in the motor tripped. Corrective work was completed: the cable termination was corrected.",Electrical,Low,the cable termination was corrected
678,Compressed-Air Line AL-278,"The compressed-air line al-278 developed a fault linked to a clogged air filter. Pressure could not be maintained at maximum air consumption, so the equipment was taken offline. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Critical,the pressure circuit was inspected
800,Steam Generator SG-150,"The steam generator sg-150 developed a fault linked to insufficient heat dissipation. Heat transfer efficiency dropped during peak production, so the equipment was taken offline. Corrective work was completed: the cooling circuit was cleaned.",Thermal,High,the cooling circuit was cleaned
282,Electrical Cabinet EC-132,"A fault was detected on the electrical cabinet ec-132 because of an overloaded circuit. Sparking was observed during routine testing, resulting in the machine could not continue operation. Corrective work was completed: the contactor was replaced.",Electrical,Critical,the contactor was replaced
125,Rotary Feeder RF-225,"Inspection found a cracked coupling on the rotary feeder rf-225; repeated mechanical impact during peak production, and the line operated at reduced speed. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Critical,the rotating assembly was balanced
19,Gearbox GB-119,"Maintenance personnel reported belt tracking deviation on the gearbox gb-119 during startup. Investigation identified insufficient lubrication, and throughput dropped. Corrective work was completed: the seal was renewed.",Mechanical,Low,the seal was renewed
150,Fan F-250,"The fan f-250 developed a fault linked to a loose mounting bolt. Belt tracking deviation during continuous operation, so maintenance was requested. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
251,Control Panel CP-101,"Inspection found insulation breakdown on the control panel cp-101; the unit failed to start at peak operating speed, and the machine could not continue operation. Corrective work was completed: the contactor was replaced.",Electrical,High,the contactor was replaced
84,Roller Assembly RA-184,"A fault was detected on the roller assembly ra-184 because of gear tooth wear. Strong vibration under full load, resulting in the equipment was isolated. Corrective work was completed: mounting hardware was tightened.",Mechanical,Medium,mounting hardware was tightened
8,Shaft Assembly SA-108,"A fault was detected on the shaft assembly sa-108 because of a cracked coupling. Intermittent knocking under full load, resulting in the component required immediate attention. Corrective work was completed: damaged gears were replaced.",Mechanical,Critical,damaged gears were replaced
31,Fan F-131,"Maintenance personnel reported uneven rotation on the fan f-131 during continuous operation. Investigation identified insufficient lubrication, and production was stopped. Corrective work was completed: belt tension was corrected.",Mechanical,Medium,belt tension was corrected
143,Gearbox GB-243,"Maintenance personnel reported strong vibration on the gearbox gb-243 during inspection. Investigation identified gear tooth wear, and maintenance was requested. Corrective work was completed: mounting hardware was tightened.",Mechanical,Low,mounting hardware was tightened
298,Motor M-148,"A fault was detected on the motor m-148 because of damaged motor winding. Intermittent power loss occurred after an overnight shutdown, resulting in the machine could not continue operation. Corrective work was completed: the terminal was tightened.",Electrical,Critical,the terminal was tightened
485,Distribution Board DB-335,"Maintenance personnel reported sparking was observed on the distribution board db-335 during startup. Investigation identified a failed contactor, and the drive entered fault mode. Corrective work was completed: insulation was repaired.",Electrical,Critical,insulation was repaired
181,Roller Assembly RA-281,"Inspection found roller damage on the roller assembly ra-281; repeated mechanical impact while running at high speed, and the component required immediate attention. Corrective work was completed: the bearing was replaced.",Mechanical,High,the bearing was replaced
676,Air Dryer AD-276,"A fault was detected on the air dryer ad-276 because of a faulty pressure regulator. The actuator moved slowly during the morning shift, resulting in cycle time increased. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Medium,the blocked passage was cleaned
683,Air Dryer AD-283,"Maintenance personnel reported air leakage was audible on the air dryer ad-283 while the compressor was loaded. Investigation identified a loose pipe fitting, and production efficiency decreased. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
658,Air Dryer AD-258,"The air dryer ad-258 developed a fault linked to a cracked air line. Air leakage was audible during the morning shift, so the production cycle was delayed. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Critical,the cracked air line was repaired
701,Air Dryer AD-301,"Inspection found a blocked air passage on the air dryer ad-301; air leakage was audible after filter replacement, and operator intervention was required. Corrective work was completed: the air filter was changed.",Pneumatic,High,the air filter was changed
491,Drive Motor DM-341,"Inspection found a short circuit on the drive motor dm-341; the unit failed to start after an overnight shutdown, and production capacity was reduced. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
708,Compressed-Air Line AL-308,"A fault was detected on the compressed-air line al-308 because of a blocked air passage. The cylinder failed to complete its stroke after a maintenance restart, resulting in production efficiency decreased. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Medium,the pneumatic seal was renewed
353,Servo Motor SM-203,"Maintenance personnel reported the equipment shut down unexpectedly on the servo motor sm-203 during continuous operation. Investigation identified poor cable termination, and the machine could not continue operation. Corrective work was completed: the electrical connection was replaced.",Electrical,Low,the electrical connection was replaced
845,Industrial Furnace F-195,"Maintenance personnel reported temperature rose above the permitted limit on the industrial furnace f-195 during extended operation. Investigation identified poor thermal insulation, and the process temperature became unstable. Corrective work was completed: fuel input was adjusted.",Thermal,Critical,fuel input was adjusted
